#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,fiberMarginPerKm,spanFixMargin,totalFiberLoss,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaBackwardPumpingRamanGain,deltaForwardPumpingRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,protecting,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0074,S0044-100,16,F0073,Auto,SSMF,60.0,12.6,0.0,0.01,0.0,14.6,1008.0,0.058,0.387298334,0.25,0.25,0.0,0.0,12.6,1008.0,0.058,0.387298334,,OLR,ONN-X96,44.0,21.0,44.0,9.0,15.0,12.0,44.0,31.0,16.0,8.0,58.0,54.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0221,S0040-100,35,F0222,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,ONN-X96,44.0,36.0,33.0,7.0,29.0,57.0,44.0,18.0,12.0,7.0,48.0,43.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0222,35,S0040-100,F0221,Auto,SSMF,100.0,13.92,0.0,0.01,0.0,24.1,1680.0,0.058,1.523154621,0.25,0.25,0.0,0.0,13.92,1680.0,0.058,1.523154621,,ONN-X96,OLR,44.0,18.0,12.0,7.0,48.0,43.0,44.0,36.0,33.0,7.0,29.0,57.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0083,38,S0001-100,F0084,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,ONN-X96,OLR,45.0,7.0,1.0,7.0,16.0,6.0,45.0,3.0,32.0,7.0,41.0,19.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0084,S0001-100,38,F0083,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,ONN-X96,45.0,3.0,32.0,7.0,41.0,19.0,45.0,7.0,1.0,7.0,16.0,6.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0081,38,S0039-100,F0082,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,ONN-X96,OLR,45.0,7.0,1.0,7.0,16.0,6.0,44.0,50.0,15.0,7.0,18.0,5.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0082,S0039-100,38,F0081,Auto,SSMF,100.0,14.16,0.0,0.01,0.0,24.1,1680.0,0.058,1.536229149,0.25,0.25,0.0,0.0,14.16,1680.0,0.058,1.536229149,,OLR,ONN-X96,44.0,50.0,15.0,7.0,18.0,5.0,45.0,7.0,1.0,7.0,16.0,6.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0225,S0041-100,38,F0226,Auto,LEAF Corning,69.0,15.18,0.0,0.01,0.0,17.47,289.8,0.086,0.332264954,0.25,0.25,0.0,0.0,15.18,289.8,0.086,0.332264954,,OLR,ONN-X96,45.0,23.0,22.0,7.0,26.0,59.0,45.0,7.0,1.0,7.0,16.0,6.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0226,38,S0041-100,F0225,Auto,LEAF Corning,69.0,15.18,0.0,0.01,0.0,17.47,289.8,0.086,0.332264954,0.25,0.25,0.0,0.0,15.18,289.8,0.086,0.332264954,,ONN-X96,OLR,45.0,7.0,1.0,7.0,16.0,6.0,45.0,23.0,22.0,7.0,26.0,59.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0085,1,41,F0086,Auto,SSMF,30.0,6.3,0.0,0.01,0.0,7.5,504.0,0.058,0.273861278,0.25,0.25,0.0,0.0,6.3,504.0,0.058,0.273861278,,ONN-X96,ONN-X96,45.0,0.0,2.0,8.0,7.0,0.0,45.0,2.0,8.0,8.0,58.0,54.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0086,41,1,F0085,Auto,SSMF,30.0,6.3,0.0,0.01,0.0,7.5,504.0,0.058,0.273861278,0.25,0.25,0.0,0.0,6.3,504.0,0.058,0.273861278,,ONN-X96,ONN-X96,45.0,2.0,8.0,8.0,58.0,54.0,45.0,0.0,2.0,8.0,7.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0143,S0001-100,1,F0144,Auto,LEAF Corning,54.0,11.88,0.0,0.01,0.0,13.72,226.8,0.086,0.293938769,0.25,0.25,0.0,0.0,11.88,226.8,0.086,0.293938769,,OLR,ONN-X96,45.0,3.0,32.0,7.0,41.0,19.0,45.0,0.0,2.0,8.0,7.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0144,1,S0001-100,F0143,Auto,LEAF Corning,54.0,11.88,0.0,0.01,0.0,13.72,226.8,0.086,0.293938769,0.25,0.25,0.0,0.0,11.88,226.8,0.086,0.293938769,,ONN-X96,OLR,45.0,0.0,2.0,8.0,7.0,0.0,45.0,3.0,32.0,7.0,41.0,19.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0077,1,S0002-100,F0078,Auto,SSMF,60.5,12.705,0.0,0.01,0.0,14.81,1016.4,0.058,0.388908729,0.25,0.25,0.0,0.0,12.705,1016.4,0.058,0.388908729,,ONN-X96,OLR,45.0,0.0,2.0,8.0,7.0,0.0,44.0,46.0,2.0,8.0,27.0,16.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0078,S0002-100,1,F0077,Auto,SSMF,60.5,12.705,0.0,0.01,0.0,14.81,1016.4,0.058,0.388908729,0.25,0.25,0.0,0.0,12.705,1016.4,0.058,0.388908729,,OLR,ONN-X96,44.0,46.0,2.0,8.0,27.0,16.0,45.0,0.0,2.0,8.0,7.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0093,41,S0037-100,F0094,Auto,SSMF,40.5,8.504999999,0.0,0.01,0.0,10.009999999,680.4,0.058,0.318198051,0.25,0.25,0.0,0.0,8.504999999,680.4,0.058,0.318198051,,ONN-X96,OLR,45.0,2.0,8.0,8.0,58.0,54.0,45.0,2.0,50.0,9.0,27.0,4.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0094,S0037-100,41,F0093,Auto,SSMF,40.5,8.504999999,0.0,0.01,0.0,10.009999999,680.4,0.058,0.318198051,0.25,0.25,0.0,0.0,8.504999999,680.4,0.058,0.318198051,,OLR,ONN-X96,45.0,2.0,50.0,9.0,27.0,4.0,45.0,2.0,8.0,8.0,58.0,54.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0079,41,S0038-100,F0080,Auto,SSMF,43.0,9.03,0.0,0.01,0.0,10.659999999,722.4,0.058,0.327871926,0.25,0.25,0.0,0.0,9.03,722.4,0.058,0.327871926,,ONN-X96,OLR,45.0,2.0,8.0,8.0,58.0,54.0,44.0,46.0,23.0,8.0,56.0,55.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0080,S0038-100,41,F0079,Auto,SSMF,43.0,9.03,0.0,0.01,0.0,10.659999999,722.4,0.058,0.327871926,0.25,0.25,0.0,0.0,9.03,722.4,0.058,0.327871926,,OLR,ONN-X96,44.0,46.0,23.0,8.0,56.0,55.0,45.0,2.0,8.0,8.0,58.0,54.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0227,S0043-100,41,F0228,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,ONN-X96,45.0,25.0,27.0,8.0,34.0,41.0,45.0,2.0,8.0,8.0,58.0,54.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0228,41,S0043-100,F0227,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,ONN-X96,OLR,45.0,2.0,8.0,8.0,58.0,54.0,45.0,25.0,27.0,8.0,34.0,41.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0089,19,20,F0090,Auto,LEAF Corning,22.0,4.84,0.0,0.01,0.0,5.859999999,92.4,0.086,0.18761663,0.25,0.25,0.0,0.0,4.84,92.4,0.086,0.18761663,,ONN-X96,ONN-X96,45.0,41.0,2.0,8.0,17.0,23.0,46.0,0.0,18.0,9.0,14.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0090,20,19,F0089,Auto,LEAF Corning,22.0,4.84,0.0,0.01,0.0,5.859999999,92.4,0.086,0.18761663,0.25,0.25,0.0,0.0,4.84,92.4,0.086,0.18761663,,ONN-X96,ONN-X96,46.0,0.0,18.0,9.0,14.0,13.0,45.0,41.0,2.0,8.0,17.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0087,19,S0042-100,F0088,Auto,LEAF Corning,70.0,15.4,0.0,0.01,0.0,17.7,294.0,0.086,0.33466401,0.25,0.25,0.0,0.0,15.4,294.0,0.086,0.33466401,,ONN-X96,OLR,45.0,41.0,2.0,8.0,17.0,23.0,45.0,27.0,11.0,7.0,49.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0088,S0042-100,19,F0087,Auto,LEAF Corning,70.0,15.4,0.0,0.01,0.0,17.7,294.0,0.086,0.33466401,0.25,0.25,0.0,0.0,15.4,294.0,0.086,0.33466401,,OLR,ONN-X96,45.0,27.0,11.0,7.0,49.0,13.0,45.0,41.0,2.0,8.0,17.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0101,19,S0043-100,F0102,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,ONN-X96,OLR,45.0,41.0,2.0,8.0,17.0,23.0,45.0,25.0,27.0,8.0,34.0,41.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0102,S0043-100,19,F0101,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,ONN-X96,45.0,25.0,27.0,8.0,34.0,41.0,45.0,41.0,2.0,8.0,17.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0103,20,8,F0104,Auto,LEAF Corning,47.0,10.34,0.0,0.01,0.0,12.01,197.4,0.086,0.274226184,0.25,0.25,0.0,0.0,10.34,197.4,0.086,0.274226184,,ONN-X96,ONN-X96,46.0,0.0,18.0,9.0,14.0,13.0,46.0,2.0,22.0,9.0,52.0,46.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0104,8,20,F0103,Auto,LEAF Corning,47.0,10.34,0.0,0.01,0.0,12.01,197.4,0.086,0.274226184,0.25,0.25,0.0,0.0,10.34,197.4,0.086,0.274226184,,ONN-X96,ONN-X96,46.0,2.0,22.0,9.0,52.0,46.0,46.0,0.0,18.0,9.0,14.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0099,20,S0033-100,F0100,Auto,LEAF Corning,44.5,9.79,0.0,0.01,0.0,11.435,186.9,0.086,0.266833281,0.25,0.25,0.0,0.0,9.79,186.9,0.086,0.266833281,,ONN-X96,OLR,46.0,0.0,18.0,9.0,14.0,13.0,45.0,30.0,39.0,9.0,34.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0100,S0033-100,20,F0099,Auto,LEAF Corning,44.5,9.79,0.0,0.01,0.0,11.435,186.9,0.086,0.266833281,0.25,0.25,0.0,0.0,9.79,186.9,0.086,0.266833281,,OLR,ONN-X96,45.0,30.0,39.0,9.0,34.0,58.0,46.0,0.0,18.0,9.0,14.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0137,20,S0034-100,F0138,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,ONN-X96,OLR,46.0,0.0,18.0,9.0,14.0,13.0,45.0,36.0,11.0,9.0,44.0,22.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0138,S0034-100,20,F0137,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,ONN-X96,45.0,36.0,11.0,9.0,44.0,22.0,46.0,0.0,18.0,9.0,14.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0105,8,7,F0106,Auto,LEAF Corning,59.0,12.98,0.0,0.01,0.0,14.97,247.8,0.086,0.307245829,0.25,0.25,0.0,0.0,12.98,247.8,0.086,0.307245829,,ONN-X96,ONN-X96,46.0,2.0,22.0,9.0,52.0,46.0,45.0,54.0,28.0,10.0,27.0,21.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0106,7,8,F0105,Auto,LEAF Corning,59.0,12.98,0.0,0.01,0.0,14.97,247.8,0.086,0.307245829,0.25,0.25,0.0,0.0,12.98,247.8,0.086,0.307245829,,ONN-X96,ONN-X96,45.0,54.0,28.0,10.0,27.0,21.0,46.0,2.0,22.0,9.0,52.0,46.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0107,7,S0036-100,F0108,Auto,LEAF Corning,42.0,9.24,0.0,0.01,0.0,10.76,176.4,0.086,0.259229627,0.25,0.25,0.0,0.0,9.24,176.4,0.086,0.259229627,,ONN-X96,OLR,45.0,54.0,28.0,10.0,27.0,21.0,45.0,44.0,8.0,10.0,44.0,9.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0108,S0036-100,7,F0107,Auto,LEAF Corning,42.0,9.24,0.0,0.01,0.0,10.76,176.4,0.086,0.259229627,0.25,0.25,0.0,0.0,9.24,176.4,0.086,0.259229627,,OLR,ONN-X96,45.0,44.0,8.0,10.0,44.0,9.0,45.0,54.0,28.0,10.0,27.0,21.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0173,S0015-100,44,F0174,Auto,LEAF Corning,56.0,12.32,0.0,0.01,0.0,14.28,235.2,0.086,0.29933259,0.25,0.25,0.0,0.0,12.32,235.2,0.086,0.29933259,,OLR,ONN-X96,45.0,57.0,13.0,11.0,0.0,58.0,45.0,28.0,14.0,11.0,4.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0174,44,S0015-100,F0173,Auto,LEAF Corning,56.0,12.32,0.0,0.01,0.0,14.28,235.2,0.086,0.29933259,0.25,0.25,0.0,0.0,12.32,235.2,0.086,0.29933259,,ONN-X96,OLR,45.0,28.0,14.0,11.0,4.0,25.0,45.0,57.0,13.0,11.0,0.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0133,44,S0027-100,F0134,Auto,LEAF Corning,43.0,9.46,0.0,0.01,0.0,11.09,180.6,0.086,0.26229754,0.25,0.25,0.0,0.0,9.46,180.6,0.086,0.26229754,,ONN-X96,OLR,45.0,28.0,14.0,11.0,4.0,25.0,45.0,26.0,51.0,11.0,26.0,39.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0134,S0027-100,44,F0133,Auto,LEAF Corning,43.0,9.46,0.0,0.01,0.0,11.09,180.6,0.086,0.26229754,0.25,0.25,0.0,0.0,9.46,180.6,0.086,0.26229754,,OLR,ONN-X96,45.0,26.0,51.0,11.0,26.0,39.0,45.0,28.0,14.0,11.0,4.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0211,S0035-100,44,F0212,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,ONN-X96,45.0,26.0,9.0,10.0,21.0,25.0,45.0,28.0,14.0,11.0,4.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0212,44,S0035-100,F0211,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,ONN-X96,OLR,45.0,28.0,14.0,11.0,4.0,25.0,45.0,26.0,9.0,10.0,21.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0213,S0036-100,44,F0214,Auto,LEAF Corning,42.0,9.24,0.0,0.01,0.0,10.76,176.4,0.086,0.259229627,0.25,0.25,0.0,0.0,9.24,176.4,0.086,0.259229627,,OLR,ONN-X96,45.0,44.0,8.0,10.0,44.0,9.0,45.0,28.0,14.0,11.0,4.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0214,44,S0036-100,F0213,Auto,LEAF Corning,42.0,9.24,0.0,0.01,0.0,10.76,176.4,0.086,0.259229627,0.25,0.25,0.0,0.0,9.24,176.4,0.086,0.259229627,,ONN-X96,OLR,45.0,28.0,14.0,11.0,4.0,25.0,45.0,44.0,8.0,10.0,44.0,9.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0377,S0118-100,44,F0378,Auto,SSMF,53.5,11.235,0.0,0.01,0.0,13.07,898.8,0.058,0.36571847,0.25,0.25,0.0,0.0,11.235,898.8,0.058,0.36571847,,OLR,ONN-X96,45.0,11.0,12.0,11.0,7.0,23.0,45.0,28.0,14.0,11.0,4.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0378,44,S0118-100,F0377,Auto,SSMF,53.5,11.235,0.0,0.01,0.0,13.07,898.8,0.058,0.36571847,0.25,0.25,0.0,0.0,11.235,898.8,0.058,0.36571847,,ONN-X96,OLR,45.0,28.0,14.0,11.0,4.0,25.0,45.0,11.0,12.0,11.0,7.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0177,S0018-100,6,F0178,Auto,LEAF Corning,60.0,13.2,0.0,0.01,0.0,15.2,252.0,0.086,0.309838667,0.25,0.25,0.0,0.0,13.2,252.0,0.086,0.309838667,,OLR,ONN-X96,46.0,7.0,10.0,11.0,26.0,39.0,46.0,3.0,3.0,12.0,5.0,42.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0178,6,S0018-100,F0177,Auto,LEAF Corning,60.0,13.2,0.0,0.01,0.0,15.2,252.0,0.086,0.309838667,0.25,0.25,0.0,0.0,13.2,252.0,0.086,0.309838667,,ONN-X96,OLR,46.0,3.0,3.0,12.0,5.0,42.0,46.0,7.0,10.0,11.0,26.0,39.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0123,6,S0019-100,F0124,Auto,LEAF Corning,45.5,10.01,0.0,0.01,0.0,11.665,191.1,0.086,0.269814751,0.25,0.25,0.0,0.0,10.01,191.1,0.086,0.269814751,,ONN-X96,OLR,46.0,3.0,3.0,12.0,5.0,42.0,46.0,18.0,6.0,12.0,30.0,54.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0124,S0019-100,6,F0123,Auto,LEAF Corning,45.5,10.01,0.0,0.01,0.0,11.665,191.1,0.086,0.269814751,0.25,0.25,0.0,0.0,10.01,191.1,0.086,0.269814751,,OLR,ONN-X96,46.0,18.0,6.0,12.0,30.0,54.0,46.0,3.0,3.0,12.0,5.0,42.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0129,6,S0020-100,F0130,Auto,LEAF Corning,47.0,10.34,0.0,0.01,0.0,12.01,197.4,0.086,0.274226184,0.25,0.25,0.0,0.0,10.34,197.4,0.086,0.274226184,,ONN-X96,OLR,46.0,3.0,3.0,12.0,5.0,42.0,45.0,46.0,53.0,12.0,17.0,33.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0130,S0020-100,6,F0129,Auto,LEAF Corning,47.0,10.34,0.0,0.01,0.0,12.01,197.4,0.086,0.274226184,0.25,0.25,0.0,0.0,10.34,197.4,0.086,0.274226184,,OLR,ONN-X96,45.0,46.0,53.0,12.0,17.0,33.0,46.0,3.0,3.0,12.0,5.0,42.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0119,4,39,F0120,Auto,LEAF Corning,65.0,14.3,0.0,0.01,0.0,16.45,273.0,0.086,0.322490309,0.25,0.25,0.0,0.0,14.3,273.0,0.086,0.322490309,,ONN-X96,ONN-X96,46.0,40.0,34.0,10.0,57.0,30.0,46.0,39.0,53.0,11.0,39.0,1.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0120,39,4,F0119,Auto,LEAF Corning,65.0,14.3,0.0,0.01,0.0,16.45,273.0,0.086,0.322490309,0.25,0.25,0.0,0.0,14.3,273.0,0.086,0.322490309,,ONN-X96,ONN-X96,46.0,39.0,53.0,11.0,39.0,1.0,46.0,40.0,34.0,10.0,57.0,30.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0121,39,S0017-100,F0122,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,ONN-X96,OLR,46.0,39.0,53.0,11.0,39.0,1.0,46.0,25.0,37.0,11.0,20.0,44.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0122,S0017-100,39,F0121,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,ONN-X96,46.0,25.0,37.0,11.0,20.0,44.0,46.0,39.0,53.0,11.0,39.0,1.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0117,4,S0016-100,F0118,Auto,LEAF Corning,56.0,12.32,0.0,0.01,0.0,14.28,235.2,0.086,0.29933259,0.25,0.25,0.0,0.0,12.32,235.2,0.086,0.29933259,,ONN-X96,OLR,46.0,40.0,34.0,10.0,57.0,30.0,46.0,16.0,44.0,10.0,57.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
