#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,fiberMarginPerKm,spanFixMargin,totalFiberLoss,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaBackwardPumpingRamanGain,deltaForwardPumpingRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,protecting,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0219,S0039-100,S0040-100,F0220,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,44.0,50.0,15.0,7.0,18.0,5.0,44.0,36.0,33.0,7.0,29.0,57.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0220,S0040-100,S0039-100,F0219,Auto,SSMF,100.0,14.16,0.0,0.01,0.0,24.1,1680.0,0.058,1.536229149,0.25,0.25,0.0,0.0,14.16,1680.0,0.058,1.536229149,,OLR,OLR,44.0,36.0,33.0,7.0,29.0,57.0,44.0,50.0,15.0,7.0,18.0,5.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0223,S0042-100,S0041-100,F0224,Auto,LEAF Corning,70.0,15.4,0.0,0.01,0.0,17.7,294.0,0.086,0.33466401,0.25,0.25,0.0,0.0,15.4,294.0,0.086,0.33466401,,OLR,OLR,45.0,27.0,11.0,7.0,49.0,13.0,45.0,23.0,22.0,7.0,26.0,59.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0224,S0041-100,S0042-100,F0223,Auto,LEAF Corning,70.0,15.4,0.0,0.01,0.0,17.7,294.0,0.086,0.33466401,0.25,0.25,0.0,0.0,15.4,294.0,0.086,0.33466401,,OLR,OLR,45.0,23.0,22.0,7.0,26.0,59.0,45.0,27.0,11.0,7.0,49.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0229,S0044-100,S0045-100,F0230,Auto,LEAF Corning,60.0,13.2,0.0,0.01,0.0,15.2,252.0,0.086,0.309838667,0.25,0.25,0.0,0.0,13.2,252.0,0.086,0.309838667,,OLR,OLR,44.0,21.0,44.0,9.0,15.0,12.0,44.0,6.0,10.0,9.0,47.0,49.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0230,S0045-100,S0044-100,F0229,Auto,LEAF Corning,60.0,13.2,0.0,0.01,0.0,15.2,252.0,0.086,0.309838667,0.25,0.25,0.0,0.0,13.2,252.0,0.086,0.309838667,,OLR,OLR,44.0,6.0,10.0,9.0,47.0,49.0,44.0,21.0,44.0,9.0,15.0,12.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0233,S0046-100,S0047-100,F0234,Auto,SSMF,68.5,14.385,0.0,0.01,0.0,16.669999999,1150.8,0.058,0.413823633,0.25,0.25,0.0,0.0,14.385,1150.8,0.058,0.413823633,,OLR,OLR,44.0,46.0,2.0,9.0,55.0,14.0,44.0,29.0,30.0,10.0,7.0,35.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0234,S0047-100,S0046-100,F0233,Auto,SSMF,68.5,14.385,0.0,0.01,0.0,16.669999999,1150.8,0.058,0.413823633,0.25,0.25,0.0,0.0,14.385,1150.8,0.058,0.413823633,,OLR,OLR,44.0,29.0,30.0,10.0,7.0,35.0,44.0,46.0,2.0,9.0,55.0,14.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0235,S0047-100,S0048-100,F0236,Auto,SSMF,68.5,14.385,0.0,0.01,0.0,16.669999999,1150.8,0.058,0.413823633,0.25,0.25,0.0,0.0,14.385,1150.8,0.058,0.413823633,,OLR,OLR,44.0,29.0,30.0,10.0,7.0,35.0,44.0,16.0,5.0,10.0,14.0,30.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0236,S0048-100,S0047-100,F0235,Auto,SSMF,68.5,14.385,0.0,0.01,0.0,16.669999999,1150.8,0.058,0.413823633,0.25,0.25,0.0,0.0,14.385,1150.8,0.058,0.413823633,,OLR,OLR,44.0,16.0,5.0,10.0,14.0,30.0,44.0,29.0,30.0,10.0,7.0,35.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0241,S0050-100,S0051-100,F0242,Auto,SSMF,66.0,13.86,0.0,0.01,0.0,16.02,1108.8,0.058,0.40620192,0.25,0.25,0.0,0.0,13.86,1108.8,0.058,0.40620192,,OLR,OLR,43.0,41.0,14.0,11.0,48.0,24.0,43.0,34.0,5.0,12.0,6.0,11.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0242,S0051-100,S0050-100,F0241,Auto,SSMF,66.0,13.86,0.0,0.01,0.0,16.02,1108.8,0.058,0.40620192,0.25,0.25,0.0,0.0,13.86,1108.8,0.058,0.40620192,,OLR,OLR,43.0,34.0,5.0,12.0,6.0,11.0,43.0,41.0,14.0,11.0,48.0,24.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0245,S0052-100,S0053-100,F0246,Auto,SSMF,76.4,16.044,0.0,0.01,0.0,18.508,1283.52,0.058,0.437035467,0.25,0.25,0.0,0.0,16.044,1283.52,0.058,0.437035467,,OLR,OLR,43.0,29.0,4.0,10.0,29.0,49.0,43.0,18.0,39.0,10.0,45.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0246,S0053-100,S0052-100,F0245,Auto,SSMF,76.4,16.044,0.0,0.01,0.0,18.508,1283.52,0.058,0.437035467,0.25,0.25,0.0,0.0,16.044,1283.52,0.058,0.437035467,,OLR,OLR,43.0,18.0,39.0,10.0,45.0,38.0,43.0,29.0,4.0,10.0,29.0,49.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0247,S0053-100,S0054-100,F0248,Auto,SSMF,76.4,16.044,0.0,0.01,0.0,18.508,1283.52,0.058,0.437035467,0.25,0.25,0.0,0.0,16.044,1283.52,0.058,0.437035467,,OLR,OLR,43.0,18.0,39.0,10.0,45.0,38.0,43.0,1.0,43.0,10.0,58.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0248,S0054-100,S0053-100,F0247,Auto,SSMF,76.4,16.044,0.0,0.01,0.0,18.508,1283.52,0.058,0.437035467,0.25,0.25,0.0,0.0,16.044,1283.52,0.058,0.437035467,,OLR,OLR,43.0,1.0,43.0,10.0,58.0,0.0,43.0,18.0,39.0,10.0,45.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0249,S0054-100,S0055-100,F0250,Auto,SSMF,76.4,16.044,0.0,0.01,0.0,18.508,1283.52,0.058,0.437035467,0.25,0.25,0.0,0.0,16.044,1283.52,0.058,0.437035467,,OLR,OLR,43.0,1.0,43.0,10.0,58.0,0.0,42.0,47.0,14.0,11.0,15.0,17.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0250,S0055-100,S0054-100,F0249,Auto,SSMF,76.4,16.044,0.0,0.01,0.0,18.508,1283.52,0.058,0.437035467,0.25,0.25,0.0,0.0,16.044,1283.52,0.058,0.437035467,,OLR,OLR,42.0,47.0,14.0,11.0,15.0,17.0,43.0,1.0,43.0,10.0,58.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0253,S0056-100,S0057-100,F0254,Auto,LEAF Corning,66.0,14.52,0.0,0.01,0.0,16.68,277.2,0.086,0.324961536,0.25,0.25,0.0,0.0,14.52,277.2,0.086,0.324961536,,OLR,OLR,43.0,25.0,7.0,11.0,22.0,13.0,43.0,10.0,22.0,11.0,33.0,5.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0254,S0057-100,S0056-100,F0253,Auto,LEAF Corning,66.0,14.52,0.0,0.01,0.0,16.68,277.2,0.086,0.324961536,0.25,0.25,0.0,0.0,14.52,277.2,0.086,0.324961536,,OLR,OLR,43.0,10.0,22.0,11.0,33.0,5.0,43.0,25.0,7.0,11.0,22.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0255,S0057-100,S0058-100,F0256,Auto,SSMF,66.0,13.86,0.0,0.01,0.0,16.02,1108.8,0.058,0.40620192,0.25,0.25,0.0,0.0,13.86,1108.8,0.058,0.40620192,,OLR,OLR,43.0,10.0,22.0,11.0,33.0,5.0,42.0,58.0,6.0,11.0,42.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0256,S0058-100,S0057-100,F0255,Auto,SSMF,66.0,13.86,0.0,0.01,0.0,16.02,1108.8,0.058,0.40620192,0.25,0.25,0.0,0.0,13.86,1108.8,0.058,0.40620192,,OLR,OLR,42.0,58.0,6.0,11.0,42.0,28.0,43.0,10.0,22.0,11.0,33.0,5.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0257,S0058-100,S0059-100,F0258,Auto,LEAF Corning,66.0,14.52,0.0,0.01,0.0,16.68,277.2,0.086,0.324961536,0.25,0.25,0.0,0.0,14.52,277.2,0.086,0.324961536,,OLR,OLR,42.0,58.0,6.0,11.0,42.0,28.0,42.0,45.0,47.0,12.0,0.0,45.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0258,S0059-100,S0058-100,F0257,Auto,LEAF Corning,66.0,14.52,0.0,0.01,0.0,16.68,277.2,0.086,0.324961536,0.25,0.25,0.0,0.0,14.52,277.2,0.086,0.324961536,,OLR,OLR,42.0,45.0,47.0,12.0,0.0,45.0,42.0,58.0,6.0,11.0,42.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0261,S0060-100,S0061-100,F0262,Auto,SSMF,79.0,16.59,0.0,0.01,0.0,19.18,1327.2,0.058,0.44440972,0.25,0.25,0.0,0.0,16.59,1327.2,0.058,0.44440972,,OLR,OLR,42.0,56.0,17.0,12.0,21.0,1.0,42.0,43.0,14.0,12.0,27.0,26.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0262,S0061-100,S0060-100,F0261,Auto,SSMF,79.0,16.59,0.0,0.01,0.0,19.18,1327.2,0.058,0.44440972,0.25,0.25,0.0,0.0,16.59,1327.2,0.058,0.44440972,,OLR,OLR,42.0,43.0,14.0,12.0,27.0,26.0,42.0,56.0,17.0,12.0,21.0,1.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0273,S0065-100,S0064-100,F0274,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,42.0,22.0,7.0,13.0,7.0,28.0,42.0,7.0,51.0,12.0,50.0,40.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0274,S0064-100,S0065-100,F0273,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,42.0,7.0,51.0,12.0,50.0,40.0,42.0,22.0,7.0,13.0,7.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0269,S0065-100,S0066-100,F0270,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,42.0,22.0,7.0,13.0,7.0,28.0,42.0,41.0,25.0,13.0,26.0,15.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0270,S0066-100,S0065-100,F0269,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,42.0,41.0,25.0,13.0,26.0,15.0,42.0,22.0,7.0,13.0,7.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0283,S0069-100,S0068-100,F0284,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,41.0,18.0,48.0,9.0,42.0,53.0,41.0,6.0,54.0,9.0,9.0,16.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0284,S0068-100,S0069-100,F0283,Auto,SSMF,100.0,16.32,0.0,0.01,0.0,24.1,1680.0,0.058,1.64924225,0.25,0.25,0.0,0.0,16.32,1680.0,0.058,1.64924225,,OLR,OLR,41.0,6.0,54.0,9.0,9.0,16.0,41.0,18.0,48.0,9.0,42.0,53.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0281,S0070-100,S0069-100,F0282,Auto,SSMF,69.0,14.49,0.0,0.01,0.0,16.78,1159.2,0.058,0.415331193,0.25,0.25,0.0,0.0,14.49,1159.2,0.058,0.415331193,,OLR,OLR,41.0,34.0,44.0,10.0,18.0,28.0,41.0,18.0,48.0,9.0,42.0,53.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0282,S0069-100,S0070-100,F0281,Auto,SSMF,69.0,14.49,0.0,0.01,0.0,16.78,1159.2,0.058,0.415331193,0.25,0.25,0.0,0.0,14.49,1159.2,0.058,0.415331193,,OLR,OLR,41.0,18.0,48.0,9.0,42.0,53.0,41.0,34.0,44.0,10.0,18.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0279,S0071-100,S0070-100,F0280,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,41.0,49.0,29.0,10.0,43.0,40.0,41.0,34.0,44.0,10.0,18.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0280,S0070-100,S0071-100,F0279,Auto,SSMF,100.0,16.56,0.0,0.01,0.0,24.1,1680.0,0.058,1.661324772,0.25,0.25,0.0,0.0,16.56,1680.0,0.058,1.661324772,,OLR,OLR,41.0,34.0,44.0,10.0,18.0,28.0,41.0,49.0,29.0,10.0,43.0,40.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0277,S0072-100,S0071-100,F0278,Auto,SSMF,69.0,14.49,0.0,0.01,0.0,16.78,1159.2,0.058,0.415331193,0.25,0.25,0.0,0.0,14.49,1159.2,0.058,0.415331193,,OLR,OLR,42.0,6.0,23.0,11.0,10.0,21.0,41.0,49.0,29.0,10.0,43.0,40.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0278,S0071-100,S0072-100,F0277,Auto,SSMF,69.0,14.49,0.0,0.01,0.0,16.78,1159.2,0.058,0.415331193,0.25,0.25,0.0,0.0,14.49,1159.2,0.058,0.415331193,,OLR,OLR,41.0,49.0,29.0,10.0,43.0,40.0,42.0,6.0,23.0,11.0,10.0,21.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0289,S0074-100,S0075-100,F0290,Auto,SSMF,71.0,14.91,0.0,0.01,0.0,17.22,1192.8,0.058,0.421307488,0.25,0.25,0.0,0.0,14.91,1192.8,0.058,0.421307488,,OLR,OLR,40.0,51.0,59.0,10.0,21.0,25.0,41.0,4.0,18.0,10.0,57.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0290,S0075-100,S0074-100,F0289,Auto,SSMF,71.0,14.91,0.0,0.01,0.0,17.22,1192.8,0.058,0.421307488,0.25,0.25,0.0,0.0,14.91,1192.8,0.058,0.421307488,,OLR,OLR,41.0,4.0,18.0,10.0,57.0,0.0,40.0,51.0,59.0,10.0,21.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0291,S0076-100,S0075-100,F0292,Auto,SSMF,71.0,14.91,0.0,0.01,0.0,17.22,1192.8,0.058,0.421307488,0.25,0.25,0.0,0.0,14.91,1192.8,0.058,0.421307488,,OLR,OLR,41.0,15.0,5.0,11.0,28.0,38.0,41.0,4.0,18.0,10.0,57.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0292,S0075-100,S0076-100,F0291,Auto,SSMF,71.0,14.91,0.0,0.01,0.0,17.22,1192.8,0.058,0.421307488,0.25,0.25,0.0,0.0,14.91,1192.8,0.058,0.421307488,,OLR,OLR,41.0,4.0,18.0,10.0,57.0,0.0,41.0,15.0,5.0,11.0,28.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0295,S0078-100,S0077-100,F0296,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,39.0,45.0,17.0,9.0,20.0,9.0,39.0,28.0,32.0,9.0,16.0,12.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0296,S0077-100,S0078-100,F0295,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,39.0,28.0,32.0,9.0,16.0,12.0,39.0,45.0,17.0,9.0,20.0,9.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0297,S0078-100,S0079-100,F0298,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,39.0,45.0,17.0,9.0,20.0,9.0,40.0,3.0,52.0,9.0,27.0,4.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0298,S0079-100,S0078-100,F0297,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,40.0,3.0,52.0,9.0,27.0,4.0,39.0,45.0,17.0,9.0,20.0,9.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0299,S0079-100,S0080-100,F0300,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,40.0,3.0,52.0,9.0,27.0,4.0,40.0,15.0,57.0,9.0,29.0,2.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0300,S0080-100,S0079-100,F0299,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,40.0,15.0,57.0,9.0,29.0,2.0,40.0,3.0,52.0,9.0,27.0,4.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0301,S0080-100,S0081-100,F0302,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,40.0,15.0,57.0,9.0,29.0,2.0,40.0,22.0,44.0,9.0,48.0,19.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0302,S0081-100,S0080-100,F0301,Auto,SSMF,77.0,16.169999999,0.0,0.01,0.0,18.639999999,1293.6,0.058,0.438748219,0.25,0.25,0.0,0.0,16.169999999,1293.6,0.058,0.438748219,,OLR,OLR,40.0,22.0,44.0,9.0,48.0,19.0,40.0,15.0,57.0,9.0,29.0,2.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0309,S0082-100,S0083-100,F0310,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,39.0,37.0,41.0,8.0,46.0,32.0,39.0,56.0,17.0,8.0,41.0,6.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0310,S0083-100,S0082-100,F0309,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,39.0,56.0,17.0,8.0,41.0,6.0,39.0,37.0,41.0,8.0,46.0,32.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0305,S0084-100,S0083-100,F0306,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,40.0,19.0,20.0,8.0,39.0,8.0,39.0,56.0,17.0,8.0,41.0,6.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0306,S0083-100,S0084-100,F0305,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,OLR,39.0,56.0,17.0,8.0,41.0,6.0,40.0,19.0,20.0,8.0,39.0,8.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0311,S0085-100,S0086-100,F0312,Auto,LEAF Corning,79.5,17.49,0.0,0.01,0.0,20.085,333.9,0.086,0.35665109,0.25,0.25,0.0,0.0,17.49,333.9,0.086,0.35665109,,OLR,OLR,41.0,26.0,35.0,12.0,59.0,4.0,41.0,15.0,5.0,13.0,21.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0312,S0086-100,S0085-100,F0311,Auto,LEAF Corning,79.5,17.49,0.0,0.01,0.0,20.085,333.9,0.086,0.35665109,0.25,0.25,0.0,0.0,17.49,333.9,0.086,0.35665109,,OLR,OLR,41.0,15.0,5.0,13.0,21.0,18.0,41.0,26.0,35.0,12.0,59.0,4.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0315,S0088-100,S0087-100,F0316,Auto,SSMF,76.5,16.064999999,0.0,0.01,0.0,18.529999999,1285.2,0.058,0.437321392,0.25,0.25,0.0,0.0,16.064999999,1285.2,0.058,0.437321392,,OLR,OLR,41.0,39.0,32.0,14.0,47.0,47.0,41.0,26.0,58.0,14.0,46.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
